customer_id,genero,mayor_65,tiene_pareja,tiene_dependientes,antiguedad_meses,tipo_contrato,facturacion_electronica,metodo_pago,servicio_internet,seguridad_online,soporte_tecnico,streaming_tv,cargo_mensual,cargo_total,num_incidencias_soporte,churn
CU5210,Masculino,0,Sí,No,6,Mes a mes,No,Transferencia,Sin internet,No,Sí,No,94.34,576.5,0,0
CU5211,Femenino,0,No,Sí,69,Dos años,Sí,Domiciliación bancaria,Fibra óptica,No,No,No,79.54,5728.54,0,0
CU5212,Masculino,0,Sí,No,69,Mes a mes,No,Domiciliación bancaria,DSL,Sí,Sí,No,47.39,3358.58,1,0
CU5213,Masculino,0,Sí,No,25,Mes a mes,Sí,Transferencia,DSL,Sí,No,No,91.8,2313.62,2,0
CU5214,Masculino,1,No,Sí,36,Mes a mes,No,Domiciliación bancaria,DSL,No,Sí,Sí,73.6,2667.21,0,1
CU5215,Femenino,0,No,No,31,Mes a mes,No,Domiciliación bancaria,Fibra óptica,No,No,Sí,19.32,561.03,0,0
CU5216,Masculino,1,No,No,52,Mes a mes,Sí,Tarjeta de crédito,DSL,No,Sí,No,70.88,3623.95,0,0
CU5217,Femenino,0,Sí,No,23,Mes a mes,No,Tarjeta de crédito,Fibra óptica,No,No,No,87.83,1911.08,0,0
CU5218,Masculino,0,No,Sí,71,Un año,No,Cheque electrónico,Sin internet,No,No,No,80.8,5862.11,1,0
CU5219,Femenino,0,No,No,6,Mes a mes,No,Transferencia,DSL,No,Sí,No,32.98,203.54,0,0
CU5220,Masculino,0,Sí,No,30,Mes a mes,No,Tarjeta de crédito,Fibra óptica,Sí,Sí,Sí,39.51,1224.15,3,0
CU5221,Femenino,0,No,No,33,Un año,Sí,Domiciliación bancaria,Fibra óptica,No,Sí,No,123.9,4042.48,0,0
CU5222,Masculino,1,No,No,22,Mes a mes,No,Domiciliación bancaria,Sin internet,Sí,Sí,No,40.62,867.02,3,0
CU5223,Masculino,0,Sí,No,34,Mes a mes,Sí,Cheque electrónico,DSL,Sí,No,Sí,67.6,2177.18,2,0
CU5224,Masculino,0,Sí,No,23,Un año,No,Domiciliación bancaria,DSL,No,No,Sí,18.0,389.31,0,0
CU5225,Femenino,0,No,No,25,Un año,No,Transferencia,DSL,No,No,Sí,102.75,2377.72,0,1
CU5226,Masculino,0,Sí,No,6,Mes a mes,No,Tarjeta de crédito,Sin internet,Sí,Sí,Sí,88.18,498.44,3,1
CU5227,Masculino,0,Sí,No,29,Mes a mes,No,Transferencia,DSL,No,No,No,114.43,3174.14,3,0
CU5228,Masculino,0,No,No,49,Dos años,Sí,Cheque electrónico,Sin internet,No,No,No,36.56,1659.93,0,0
CU5229,Femenino,0,No,Sí,67,Mes a mes,Sí,Transferencia,Fibra óptica,No,No,Sí,100.21,6801.95,1,0
CU5230,Femenino,0,No,No,72,Mes a mes,No,Cheque electrónico,DSL,No,No,No,36.92,2559.84,0,0
CU5231,Masculino,0,Sí,No,57,Mes a mes,Sí,Tarjeta de crédito,DSL,No,Sí,No,109.45,6507.15,2,0
CU5232,Masculino,0,No,No,63,Un año,Sí,Cheque electrónico,Sin internet,Sí,No,No,18.0,1146.59,3,0
CU5233,Masculino,1,No,No,25,Un año,Sí,Domiciliación bancaria,Sin internet,No,Sí,No,95.27,2220.55,1,0
CU5234,Masculino,0,Sí,Sí,70,Dos años,Sí,Tarjeta de crédito,Sin internet,No,Sí,Sí,67.11,4352.66,0,0
CU5235,Femenino,1,Sí,No,63,Un año,No,Cheque electrónico,DSL,Sí,Sí,No,85.15,5584.83,0,0
CU5236,Femenino,0,No,No,15,Mes a mes,No,Cheque electrónico,DSL,No,No,Sí,81.85,1159.91,0,1
CU5237,Masculino,1,No,No,52,Un año,Sí,Transferencia,Fibra óptica,Sí,Sí,No,78.88,4177.34,0,1
CU5238,Masculino,0,No,No,5,Mes a mes,No,Transferencia,Fibra óptica,Sí,No,Sí,130.0,654.77,1,0
CU5239,Masculino,0,No,No,23,Dos años,No,Cheque electrónico,DSL,Sí,No,No,117.61,2654.44,1,0
CU5240,Femenino,0,Sí,No,20,Mes a mes,No,Domiciliación bancaria,Fibra óptica,No,No,No,82.44,1629.15,2,1
CU5241,Masculino,0,Sí,No,57,Mes a mes,No,Domiciliación bancaria,Fibra óptica,No,No,No,72.18,4188.57,1,0
CU5242,Masculino,0,Sí,No,44,Dos años,Sí,Domiciliación bancaria,Fibra óptica,Sí,Sí,Sí,107.94,4668.57,2,0
CU5243,Masculino,1,No,Sí,22,Un año,Sí,Transferencia,Sin internet,No,No,No,109.97,2418.85,1,0
CU5244,Femenino,0,Sí,Sí,53,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,No,No,No,69.68,3560.88,0,0
CU5245,Femenino,0,No,No,7,Un año,No,Domiciliación bancaria,Fibra óptica,No,No,Sí,68.31,469.11,1,1
CU5246,Masculino,0,No,No,57,Mes a mes,No,Transferencia,Sin internet,Sí,No,Sí,39.76,2144.85,2,0
CU5247,Masculino,1,No,No,63,Mes a mes,Sí,Domiciliación bancaria,DSL,Sí,Sí,No,75.41,4838.55,1,0
CU5248,Femenino,0,Sí,No,3,Mes a mes,Sí,Transferencia,Fibra óptica,Sí,No,Sí,72.83,210.38,2,0
CU5249,Femenino,1,Sí,No,54,Dos años,No,Domiciliación bancaria,Fibra óptica,No,No,Sí,94.19,4844.72,1,0
CU5250,Masculino,0,Sí,No,44,Un año,Sí,Cheque electrónico,DSL,No,Sí,No,117.36,5075.87,3,0
CU5251,Masculino,0,No,Sí,16,Mes a mes,Sí,Transferencia,DSL,No,Sí,No,101.24,1491.24,2,1
CU5252,Femenino,0,Sí,Sí,19,Un año,No,Transferencia,Fibra óptica,Sí,No,No,96.19,1837.1,0,0
CU5253,Masculino,0,No,No,15,Dos años,No,Tarjeta de crédito,DSL,No,Sí,No,60.31,860.9,1,0
CU5254,Femenino,0,No,No,19,Un año,Sí,Cheque electrónico,Sin internet,No,No,No,55.28,1045.88,0,0
CU5255,Femenino,1,No,No,24,Mes a mes,No,Cheque electrónico,DSL,No,Sí,No,87.61,1934.99,3,0
CU5256,Masculino,0,Sí,Sí,57,Dos años,Sí,Tarjeta de crédito,Fibra óptica,No,Sí,No,82.94,4920.44,1,0
CU5257,Femenino,0,No,No,20,Dos años,Sí,Cheque electrónico,DSL,No,No,Sí,86.27,1639.47,2,0
CU5258,Femenino,0,Sí,No,65,Mes a mes,Sí,Domiciliación bancaria,Fibra óptica,No,No,Sí,39.12,2617.36,4,0
CU5259,Femenino,0,Sí,No,39,Dos años,Sí,Tarjeta de crédito,Fibra óptica,Sí,Sí,No,38.96,1407.5,0,0
CU5260,Femenino,0,Sí,No,43,Mes a mes,No,Cheque electrónico,DSL,Sí,Sí,No,52.1,2063.8,3,0
CU5261,Femenino,1,No,Sí,65,Mes a mes,Sí,Cheque electrónico,Sin internet,No,No,No,86.48,5391.52,0,0
CU5262,Femenino,0,Sí,No,1,Mes a mes,Sí,Transferencia,Fibra óptica,No,Sí,No,66.37,66.02,0,1
CU5263,Masculino,1,No,No,30,Dos años,Sí,Tarjeta de crédito,DSL,Sí,No,Sí,109.24,3175.74,3,0
CU5264,Femenino,0,No,No,23,Un año,Sí,Tarjeta de crédito,DSL,Sí,No,No,37.79,874.63,1,0
CU5265,Masculino,0,Sí,Sí,58,Dos años,Sí,Transferencia,DSL,No,No,No,38.16,2049.18,2,0
CU5266,Masculino,1,No,No,68,Un año,Sí,Cheque electrónico,Fibra óptica,Sí,Sí,No,59.88,4074.58,1,0
CU5267,Masculino,0,Sí,No,70,Un año,No,Domiciliación bancaria,Fibra óptica,Sí,Sí,Sí,50.48,3684.61,5,0
CU5268,Femenino,0,Sí,No,45,Dos años,Sí,Cheque electrónico,DSL,Sí,Sí,No,42.95,1889.73,2,0
CU5269,Masculino,0,Sí,No,20,Mes a mes,Sí,Transferencia,Sin internet,Sí,No,Sí,67.83,1375.41,1,0
CU5270,Femenino,0,No,Sí,60,Un año,Sí,Domiciliación bancaria,Sin internet,Sí,Sí,No,68.8,4217.03,0,0
CU5271,Masculino,0,No,No,42,Mes a mes,Sí,Domiciliación bancaria,Sin internet,Sí,No,No,30.14,1282.51,0,0
CU5272,Masculino,0,Sí,No,34,Mes a mes,Sí,Domiciliación bancaria,Sin internet,No,No,No,48.77,1629.54,2,0
CU5273,Femenino,0,No,No,32,Mes a mes,No,Domiciliación bancaria,Fibra óptica,No,Sí,Sí,85.45,2570.27,1,0
CU5274,Femenino,0,No,No,32,Un año,No,Tarjeta de crédito,Fibra óptica,Sí,Sí,No,57.72,1799.28,1,0
CU5275,Femenino,0,No,No,63,Dos años,Sí,Transferencia,Fibra óptica,Sí,Sí,No,42.27,2467.57,0,0
CU5276,Masculino,0,Sí,No,40,Mes a mes,Sí,Domiciliación bancaria,DSL,No,No,Sí,55.16,2206.39,1,0
CU5277,Femenino,0,Sí,No,64,Dos años,Sí,Cheque electrónico,DSL,Sí,No,No,30.91,2061.25,1,0
CU5278,Femenino,0,No,Sí,61,Un año,No,Domiciliación bancaria,Sin internet,Sí,No,Sí,115.03,6784.35,1,0
CU5279,Masculino,0,Sí,Sí,20,Un año,Sí,Domiciliación bancaria,Fibra óptica,Sí,No,Sí,89.94,1724.61,3,0
CU5280,Masculino,0,Sí,No,69,Un año,Sí,Tarjeta de crédito,Fibra óptica,No,No,No,130.0,8519.18,0,0
CU5281,Masculino,0,No,No,24,Mes a mes,No,Domiciliación bancaria,Fibra óptica,Sí,No,Sí,67.85,1541.1,1,1
CU5282,Femenino,0,Sí,No,39,Mes a mes,No,Cheque electrónico,Fibra óptica,No,No,Sí,55.25,2010.18,1,0
CU5283,Femenino,0,Sí,No,68,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,No,Sí,Sí,40.91,2840.91,0,0
CU5284,Masculino,0,Sí,Sí,69,Mes a mes,Sí,Domiciliación bancaria,Fibra óptica,Sí,No,No,77.84,5329.01,3,0
CU5285,Masculino,0,Sí,No,10,Mes a mes,No,Cheque electrónico,Fibra óptica,No,No,No,52.47,538.58,1,0
CU5286,Femenino,0,Sí,No,57,Mes a mes,Sí,Transferencia,DSL,No,No,No,38.12,2123.63,3,0
CU5287,Masculino,0,Sí,No,38,Un año,No,Transferencia,Fibra óptica,No,No,No,102.07,3876.22,0,0
CU5288,Femenino,0,Sí,No,56,Un año,No,Transferencia,Fibra óptica,No,No,Sí,66.09,3513.78,0,0
CU5289,Masculino,0,No,No,63,Un año,Sí,Domiciliación bancaria,Fibra óptica,Sí,No,No,72.34,4428.04,5,1
CU5290,Masculino,0,Sí,Sí,68,Mes a mes,No,Tarjeta de crédito,Sin internet,No,Sí,Sí,71.17,4927.08,1,0
CU5291,Masculino,0,Sí,No,7,Mes a mes,No,Transferencia,Sin internet,No,No,Sí,76.56,498.87,0,1
CU5292,Masculino,1,Sí,Sí,10,Dos años,Sí,Cheque electrónico,Fibra óptica,No,Sí,Sí,18.0,186.61,2,1
CU5293,Femenino,0,Sí,No,48,Dos años,No,Tarjeta de crédito,Fibra óptica,No,No,No,32.76,1583.89,1,0
CU5294,Femenino,0,No,Sí,3,Un año,Sí,Tarjeta de crédito,DSL,No,No,No,116.58,343.54,2,1
CU5295,Femenino,1,Sí,No,44,Un año,No,Tarjeta de crédito,Sin internet,Sí,No,No,63.69,2941.87,1,0
CU5296,Masculino,0,Sí,No,8,Dos años,No,Cheque electrónico,DSL,Sí,No,No,76.55,615.04,0,0
CU5297,Masculino,0,No,No,51,Mes a mes,Sí,Transferencia,DSL,Sí,No,No,87.32,4293.06,1,0
CU5298,Masculino,0,Sí,No,41,Mes a mes,No,Domiciliación bancaria,DSL,No,No,Sí,54.5,2303.67,1,0
CU5299,Masculino,0,No,No,67,Un año,Sí,Cheque electrónico,DSL,No,Sí,No,35.06,2302.25,1,0
CU5300,Femenino,0,No,Sí,62,Mes a mes,Sí,Tarjeta de crédito,Sin internet,No,Sí,No,26.74,1704.34,2,0
CU5301,Masculino,1,Sí,No,23,Mes a mes,Sí,Transferencia,DSL,No,No,Sí,36.77,798.99,1,0
CU5302,Femenino,0,No,No,3,Dos años,No,Transferencia,Fibra óptica,No,No,No,45.72,133.05,0,0
CU5303,Masculino,0,No,Sí,41,Mes a mes,No,Cheque electrónico,Sin internet,Sí,No,No,43.67,1730.98,0,0
CU5304,Femenino,1,No,No,37,Un año,No,Cheque electrónico,Fibra óptica,No,Sí,No,28.93,1003.28,1,0
CU5305,Masculino,0,Sí,No,30,Mes a mes,No,Transferencia,Fibra óptica,No,No,No,90.78,2709.33,2,0
CU5306,Masculino,0,No,No,45,Mes a mes,Sí,Transferencia,DSL,Sí,No,No,106.26,4824.86,0,1
CU5307,Masculino,1,Sí,No,50,Mes a mes,Sí,Tarjeta de crédito,Sin internet,No,No,No,38.83,1834.76,1,0
CU5308,Masculino,0,No,No,44,Mes a mes,No,Cheque electrónico,DSL,No,No,Sí,18.0,813.3,0,0
CU5309,Femenino,0,No,Sí,69,Mes a mes,Sí,Cheque electrónico,Fibra óptica,Sí,Sí,No,66.67,4588.23,1,0
CU5310,Femenino,1,No,No,21,Un año,Sí,Cheque electrónico,DSL,No,No,No,107.4,2333.09,1,0
CU5311,Femenino,0,No,No,37,Mes a mes,Sí,Transferencia,DSL,Sí,No,No,27.75,1037.57,3,0
CU5312,Masculino,0,No,Sí,17,Mes a mes,No,Transferencia,Fibra óptica,Sí,No,No,28.52,463.9,0,0
CU5313,Masculino,1,No,No,49,Mes a mes,No,Transferencia,Fibra óptica,Sí,No,Sí,18.0,899.33,2,0
CU5314,Masculino,1,No,Sí,1,Mes a mes,Sí,Tarjeta de crédito,Sin internet,No,Sí,No,72.23,68.07,1,1
CU5315,Masculino,0,No,No,45,Mes a mes,No,Tarjeta de crédito,Fibra óptica,No,Sí,No,37.0,1573.45,0,0
CU5316,Femenino,0,No,No,11,Mes a mes,No,Cheque electrónico,Fibra óptica,No,No,Sí,89.64,1000.47,0,0
CU5317,Masculino,0,No,No,0,Un año,No,Tarjeta de crédito,DSL,No,No,No,85.3,83.79,0,1
CU5318,Masculino,0,Sí,Sí,0,Un año,No,Domiciliación bancaria,Fibra óptica,No,Sí,No,106.85,107.21,2,1
CU5319,Femenino,0,No,Sí,47,Mes a mes,No,Cheque electrónico,Sin internet,No,No,Sí,95.7,4636.87,2,0
CU5320,Femenino,0,Sí,No,35,Mes a mes,Sí,Tarjeta de crédito,Sin internet,No,Sí,Sí,20.64,664.93,1,0
CU5321,Masculino,0,Sí,No,42,Mes a mes,Sí,Domiciliación bancaria,DSL,Sí,No,No,57.19,2451.57,1,0
CU5322,Femenino,0,No,No,48,Un año,Sí,Cheque electrónico,DSL,Sí,Sí,Sí,96.9,4554.05,2,0
CU5323,Masculino,0,No,Sí,12,Un año,Sí,Domiciliación bancaria,Sin internet,No,No,No,26.69,298.14,2,0
CU5324,Masculino,0,Sí,No,44,Mes a mes,Sí,Transferencia,DSL,No,No,No,54.41,2329.71,1,0
CU5325,Femenino,0,Sí,Sí,34,Un año,Sí,Domiciliación bancaria,DSL,No,Sí,No,66.95,2191.9,1,0
CU5326,Femenino,0,No,No,52,Mes a mes,Sí,Cheque electrónico,DSL,No,No,No,63.6,3052.63,1,1
CU5327,Femenino,0,Sí,No,36,Mes a mes,Sí,Domiciliación bancaria,Sin internet,Sí,Sí,No,73.28,2623.96,1,0
CU5328,Masculino,1,No,No,6,Mes a mes,No,Transferencia,Fibra óptica,Sí,No,No,45.97,275.81,1,1
CU5329,Femenino,1,Sí,No,10,Mes a mes,No,Transferencia,Fibra óptica,Sí,No,No,38.78,384.04,2,1
CU5330,Masculino,0,Sí,No,41,Mes a mes,No,Transferencia,Fibra óptica,Sí,No,Sí,77.63,3156.96,0,1
CU5331,Femenino,1,No,No,1,Un año,Sí,Transferencia,Fibra óptica,No,Sí,No,59.99,58.09,1,1
CU5332,Femenino,0,No,No,14,Mes a mes,No,Tarjeta de crédito,Fibra óptica,Sí,Sí,No,124.19,1782.44,0,0
CU5333,Femenino,0,Sí,Sí,67,Mes a mes,Sí,Domiciliación bancaria,DSL,No,No,No,33.91,2297.64,0,0
CU5334,Masculino,1,Sí,No,47,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,No,No,No,63.37,2911.91,1,0
CU5335,Masculino,0,Sí,No,60,Un año,Sí,Tarjeta de crédito,Fibra óptica,Sí,No,No,27.9,1634.27,3,0
CU5336,Masculino,0,No,Sí,58,Mes a mes,No,Tarjeta de crédito,Sin internet,No,No,No,75.25,4024.78,2,0
CU5337,Masculino,0,Sí,No,58,Un año,Sí,Domiciliación bancaria,DSL,No,Sí,No,59.19,3334.64,3,0
CU5338,Femenino,0,Sí,Sí,46,Dos años,Sí,Tarjeta de crédito,Fibra óptica,Sí,No,No,79.69,3512.59,0,0
CU5339,Femenino,0,No,No,40,Un año,Sí,Transferencia,Sin internet,No,Sí,Sí,45.0,1774.32,2,0
CU5340,Masculino,0,No,No,28,Un año,Sí,Transferencia,DSL,Sí,Sí,No,18.0,503.07,1,0
CU5341,Masculino,0,Sí,No,49,Dos años,No,Tarjeta de crédito,Fibra óptica,Sí,No,No,100.74,4741.28,1,0
CU5342,Femenino,0,No,No,28,Dos años,No,Domiciliación bancaria,DSL,No,No,Sí,90.19,2398.62,1,0
CU5343,Masculino,0,Sí,Sí,46,Mes a mes,Sí,Domiciliación bancaria,Sin internet,No,Sí,Sí,91.41,4192.46,2,0
CU5344,Femenino,0,Sí,No,40,Mes a mes,No,Domiciliación bancaria,DSL,Sí,Sí,No,89.89,3366.74,2,0
CU5345,Masculino,0,Sí,No,22,Mes a mes,Sí,Tarjeta de crédito,Sin internet,No,No,No,67.79,1533.58,0,1
CU5346,Masculino,0,Sí,Sí,65,Mes a mes,Sí,Tarjeta de crédito,Sin internet,No,No,Sí,82.12,5190.69,3,1
CU5347,Masculino,1,Sí,No,68,Mes a mes,Sí,Transferencia,Sin internet,Sí,Sí,Sí,39.62,2636.67,2,0
CU5348,Femenino,0,Sí,No,47,Dos años,No,Transferencia,DSL,Sí,No,Sí,53.33,2481.43,1,0
CU5349,Masculino,0,No,Sí,27,Un año,Sí,Domiciliación bancaria,DSL,Sí,Sí,Sí,96.79,2632.21,1,1
CU5350,Masculino,0,No,No,7,Mes a mes,Sí,Domiciliación bancaria,Fibra óptica,Sí,No,No,121.83,796.68,0,1
CU5351,Masculino,0,No,Sí,53,Mes a mes,Sí,Tarjeta de crédito,DSL,No,No,Sí,74.19,3871.78,0,0
CU5352,Femenino,0,No,Sí,57,Un año,No,Transferencia,DSL,No,No,No,18.0,994.14,1,0
CU5353,Masculino,1,No,Sí,43,Mes a mes,Sí,Cheque electrónico,DSL,Sí,Sí,No,74.95,3277.69,4,0
CU5354,Femenino,0,Sí,No,3,Mes a mes,Sí,Transferencia,DSL,Sí,No,No,104.73,298.42,0,1
CU5355,Femenino,1,No,No,62,Dos años,Sí,Transferencia,Sin internet,No,Sí,No,56.49,3227.7,1,0
CU5356,Masculino,0,No,No,27,Dos años,Sí,Tarjeta de crédito,Fibra óptica,No,No,Sí,36.89,934.49,0,0
CU5357,Femenino,0,Sí,No,5,Mes a mes,Sí,Tarjeta de crédito,DSL,No,No,No,91.91,434.86,1,1
CU5358,Masculino,0,No,No,27,Un año,Sí,Tarjeta de crédito,Sin internet,Sí,No,No,55.07,1525.44,3,0
CU5359,Femenino,0,No,No,37,Mes a mes,Sí,Tarjeta de crédito,Sin internet,No,Sí,No,54.87,1966.31,0,0
CU5360,Masculino,0,No,No,45,Dos años,Sí,Tarjeta de crédito,Fibra óptica,Sí,Sí,No,18.25,817.06,1,0
CU5361,Masculino,0,Sí,No,70,Mes a mes,Sí,Domiciliación bancaria,Sin internet,Sí,Sí,No,18.8,1295.6,0,0
CU5362,Femenino,0,No,No,61,Mes a mes,Sí,Tarjeta de crédito,Sin internet,No,Sí,No,88.41,5316.92,3,0
CU5363,Masculino,0,Sí,No,15,Mes a mes,Sí,Domiciliación bancaria,Fibra óptica,No,No,No,30.38,442.58,2,1
CU5364,Masculino,1,No,Sí,20,Mes a mes,No,Domiciliación bancaria,Sin internet,No,Sí,No,114.53,2353.61,3,0
CU5365,Femenino,0,Sí,No,71,Mes a mes,No,Domiciliación bancaria,Fibra óptica,Sí,No,Sí,120.84,8870.42,0,0
CU5366,Femenino,1,No,Sí,46,Mes a mes,Sí,Transferencia,DSL,Sí,No,No,35.78,1666.5,0,0
CU5367,Masculino,0,No,No,60,Un año,No,Tarjeta de crédito,Fibra óptica,Sí,Sí,No,45.67,2659.59,3,0
CU5368,Femenino,0,Sí,Sí,42,Un año,Sí,Tarjeta de crédito,Fibra óptica,No,No,No,84.74,3645.21,2,0
CU5369,Masculino,0,No,Sí,23,Mes a mes,Sí,Transferencia,Fibra óptica,Sí,Sí,No,107.76,2505.31,1,1
CU5370,Femenino,0,Sí,No,44,Mes a mes,No,Cheque electrónico,Fibra óptica,No,No,Sí,69.73,2893.53,1,0
CU5371,Femenino,1,Sí,No,58,Mes a mes,No,Transferencia,DSL,Sí,No,No,46.77,2834.39,1,0
CU5372,Masculino,0,Sí,No,1,Mes a mes,Sí,Cheque electrónico,Fibra óptica,No,Sí,No,54.18,51.59,1,1
CU5373,Masculino,0,Sí,No,7,Mes a mes,Sí,Cheque electrónico,Fibra óptica,No,Sí,No,68.14,439.37,0,1
CU5374,Femenino,0,No,No,37,Un año,Sí,Cheque electrónico,DSL,No,Sí,No,49.94,1836.86,0,0
CU5375,Femenino,0,No,No,72,Un año,Sí,Transferencia,DSL,No,No,Sí,99.15,6959.14,1,0
CU5376,Femenino,0,No,No,68,Dos años,No,Cheque electrónico,Fibra óptica,Sí,Sí,No,45.57,2918.83,0,0
CU5377,Femenino,0,Sí,Sí,28,Dos años,No,Domiciliación bancaria,Fibra óptica,No,No,No,77.86,2021.75,1,0
CU5378,Femenino,0,No,No,17,Mes a mes,No,Transferencia,Fibra óptica,No,Sí,Sí,86.33,1412.6,0,0
CU5379,Masculino,0,No,No,26,Un año,No,Transferencia,Fibra óptica,No,Sí,Sí,65.28,1595.42,2,0
CU5380,Femenino,1,Sí,Sí,57,Un año,No,Tarjeta de crédito,Sin internet,No,No,Sí,58.67,3397.93,2,0
CU5381,Femenino,0,Sí,Sí,51,Dos años,No,Cheque electrónico,DSL,No,Sí,Sí,64.32,3038.64,1,0
CU5382,Femenino,0,Sí,Sí,52,Mes a mes,No,Domiciliación bancaria,Fibra óptica,No,No,Sí,40.61,2125.6,3,1
CU5383,Masculino,0,No,No,48,Mes a mes,Sí,Tarjeta de crédito,Sin internet,No,No,No,86.7,4054.65,3,0
CU5384,Femenino,0,No,No,71,Mes a mes,No,Cheque electrónico,Sin internet,Sí,No,Sí,61.34,4091.84,1,1
CU5385,Masculino,1,No,Sí,64,Mes a mes,No,Tarjeta de crédito,Sin internet,No,No,Sí,57.95,3814.36,3,0
CU5386,Masculino,0,No,Sí,23,Un año,Sí,Domiciliación bancaria,DSL,No,No,No,34.33,820.42,1,0
CU5387,Femenino,0,Sí,No,57,Dos años,Sí,Transferencia,DSL,Sí,No,Sí,119.54,6506.25,1,0
CU5388,Femenino,0,No,No,62,Mes a mes,No,Domiciliación bancaria,DSL,No,Sí,Sí,89.0,5454.09,0,0
CU5389,Masculino,0,No,Sí,67,Mes a mes,Sí,Cheque electrónico,Fibra óptica,No,No,Sí,24.12,1616.67,0,0
CU5390,Femenino,0,No,Sí,20,Mes a mes,Sí,Cheque electrónico,DSL,No,No,No,80.83,1628.75,3,1
CU5391,Masculino,0,No,No,26,Mes a mes,Sí,Tarjeta de crédito,DSL,No,No,No,47.94,1260.51,0,0
CU5392,Masculino,0,Sí,No,33,Mes a mes,Sí,Transferencia,Fibra óptica,No,Sí,No,39.55,1207.83,1,0
CU5393,Masculino,0,No,No,37,Mes a mes,No,Transferencia,Fibra óptica,No,No,Sí,44.51,1636.17,1,0
CU5394,Masculino,0,Sí,No,35,Mes a mes,No,Domiciliación bancaria,Fibra óptica,Sí,No,No,79.53,2726.86,0,0
CU5395,Masculino,0,Sí,No,67,Un año,Sí,Cheque electrónico,DSL,No,No,No,60.97,3930.69,1,0
CU5396,Femenino,0,No,No,51,Mes a mes,Sí,Tarjeta de crédito,DSL,Sí,Sí,Sí,63.58,3127.82,0,0
CU5397,Masculino,0,No,No,29,Mes a mes,Sí,Tarjeta de crédito,DSL,No,No,Sí,72.94,2092.79,0,1
CU5398,Masculino,1,No,No,18,Un año,Sí,Domiciliación bancaria,Fibra óptica,No,No,No,91.29,1556.56,2,0
CU5399,Femenino,0,No,No,7,Un año,Sí,Tarjeta de crédito,DSL,No,Sí,No,129.73,851.72,2,0
CU5400,Masculino,0,Sí,No,24,Mes a mes,Sí,Domiciliación bancaria,Fibra óptica,Sí,Sí,Sí,57.62,1299.46,1,0
CU5401,Femenino,0,No,No,66,Un año,No,Transferencia,Fibra óptica,No,Sí,Sí,53.1,3604.66,0,0
CU5402,Femenino,0,Sí,Sí,71,Mes a mes,Sí,Domiciliación bancaria,Fibra óptica,Sí,No,Sí,67.97,4711.04,0,0
CU5403,Masculino,1,No,No,60,Mes a mes,No,Cheque electrónico,Fibra óptica,No,No,No,84.74,4852.44,2,0
CU5404,Masculino,0,No,No,47,Dos años,Sí,Transferencia,Fibra óptica,No,No,Sí,95.72,4178.67,1,0
CU5405,Femenino,0,No,No,3,Dos años,Sí,Domiciliación bancaria,Fibra óptica,Sí,No,No,37.13,115.12,1,0
CU5406,Masculino,0,No,No,40,Mes a mes,Sí,Tarjeta de crédito,Sin internet,No,No,Sí,130.0,5420.85,2,0
CU5407,Masculino,0,No,No,3,Mes a mes,Sí,Cheque electrónico,Fibra óptica,No,Sí,No,32.01,97.61,0,0
CU5408,Femenino,0,Sí,Sí,4,Mes a mes,No,Cheque electrónico,Sin internet,No,Sí,No,89.95,370.25,0,1
CU5409,Femenino,1,No,No,22,Un año,Sí,Transferencia,DSL,No,No,No,86.04,1776.35,1,0
CU5410,Masculino,0,Sí,No,72,Mes a mes,No,Domiciliación bancaria,Fibra óptica,Sí,Sí,No,25.76,1783.07,0,0
CU5411,Femenino,0,No,No,36,Mes a mes,No,Domiciliación bancaria,Fibra óptica,No,No,No,72.54,2439.98,0,0
CU5412,Masculino,1,Sí,No,55,Mes a mes,No,Domiciliación bancaria,DSL,No,No,No,18.0,969.44,2,0
CU5413,Femenino,0,Sí,No,58,Dos años,No,Transferencia,Fibra óptica,No,Sí,No,41.78,2342.71,1,1
CU5414,Femenino,0,No,No,71,Mes a mes,Sí,Domiciliación bancaria,Fibra óptica,No,Sí,No,63.12,4514.14,0,1
CU5415,Femenino,0,Sí,Sí,67,Dos años,Sí,Cheque electrónico,Fibra óptica,Sí,No,No,68.96,4603.47,4,0
CU5416,Femenino,1,No,Sí,24,Mes a mes,No,Transferencia,DSL,Sí,No,Sí,99.86,2459.27,1,1
CU5417,Masculino,0,Sí,No,65,Mes a mes,No,Transferencia,Fibra óptica,No,Sí,No,45.61,3027.72,1,0
CU5418,Masculino,0,Sí,No,9,Dos años,Sí,Tarjeta de crédito,DSL,Sí,Sí,No,75.19,640.99,3,1
CU5419,Femenino,0,No,No,41,Mes a mes,No,Domiciliación bancaria,Fibra óptica,No,No,Sí,90.92,3690.12,0,0
CU5420,Masculino,0,Sí,Sí,54,Un año,Sí,Domiciliación bancaria,DSL,Sí,No,No,63.37,3240.35,0,0
CU5421,Femenino,0,Sí,Sí,55,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,Sí,No,No,64.85,3621.9,1,1
CU5422,Femenino,0,Sí,No,53,Mes a mes,No,Transferencia,DSL,No,Sí,No,24.2,1193.11,2,0
